750	18588
751	47573
752	4595
753	59786
754	41914
755	36202
756	78385
757	40955
758	13342
759	26100
760	34691
761	2321
762	51718
763	15292
764	18573
765	69438
766	61239
767	2955
768	36811
769	3017
770	49073
771	81952
772	5757
773	39089
774	13231
775	80466
776	32650
777	21487
778	37579
779	18665
780	8666
781	77411
782	70834
783	71524
784	66508
785	37889
786	54162
787	49880
788	43824
789	29806
790	49138
791	69173
792	46885
793	56410
794	60433
795	81421
796	46866
797	75898
798	17725
799	2407
800	6363
801	72353
802	24196
803	19267
804	30051
805	12302
806	19013
807	63169
808	72552
809	40526
810	78208
811	21032
812	79595
813	58343
814	17818
815	39493
816	47373
817	69564
818	58877
819	51811
820	11185
821	73140
822	20098
823	50920
824	6987
825	35518
826	15205
827	49648
828	30996
829	81773
830	10403
831	28894
832	8867
833	65582
834	31642
835	7488
836	58119
837	49672
838	18812
839	76486
840	69271
841	18594
842	39607
843	36480
844	19784
845	40945
846	81281
847	79544
848	54511
849	3192
850	52857
851	36834
852	62747
853	46372
854	17258
855	7915
856	53877
857	33049
858	11975
859	70774
860	14422
861	72483
862	22399
863	31244
864	72356
865	82863
866	58128
867	58512
868	18180
869	65480
870	70798
871	67738
872	50448
873	77632
874	21481
875	9304
876	44104
877	8130
878	32849
879	64935
880	4829
881	72871
882	8580
883	10152
884	82837
885	80262
886	21468
887	51925
888	6820
889	17385
890	4434
891	37488
892	49480
893	8960
894	24145
895	9017
896	27627
897	29165
898	25893
899	61166
900	11958
901	81153
902	30269
903	36627
904	36324
905	36457
906	43786
907	32872
908	50473
909	76449
910	19735
911	28959
912	43814
913	58652
914	34728
915	67458
916	10887
917	70628
918	44105
919	3249
920	76049
921	27701
922	49057
923	52545
924	79333
925	33277
926	37171
927	3880
928	63336
929	57391
930	2543
931	2549
932	15080
933	7794
934	67694
935	5648
936	6168
937	64548
938	27978
939	44773
940	13917
941	26598
942	12764
943	35400
944	29995
945	31743
946	74478
947	15703
948	63444
949	38306
950	79548
951	23941
952	7812
953	4923
954	48788
955	32383
956	72471
957	64632
958	63680
959	61693
960	41297
961	9800
962	59767
963	80863
964	30416
965	71197
966	44452
967	64325
968	15556
969	82101
970	71247
971	62331
972	77520
973	53848
974	9411
975	65523
976	64152
977	59180
978	16504
979	11560
980	68179
981	53397
982	77760
983	68589
984	48952
985	9278
986	21270
987	55698
988	77827
989	63728
990	23441
991	76306
992	11373
993	39315
994	24393
995	79153
996	57990
997	67616
998	30645
999	7335
1000	59406
